ParticipantID,Condition,TrialID,StepID,StepTitle,Phase,Critical,Performed,Completed,FirstHelpTime_sec,HelpCount,FirstOverlayTargets,LastOverlayTargets,FirstFusedStepID,LastFusedStepID,EvidenceRefs,Auto_Error_OM,Auto_Error_CO,Auto_Error_OR,Auto_Error_PA,Auto_Error_SV,AutoConfidence,AutoEvidenceRefs,NeedsHumanReview,Error_OM,Error_CO,Error_OR,Error_PA,Error_SV,CoderID,CoderNotes,AutoCodingNotes
P03,without_tutor,T01,S01,BATTERY switch ON. Left/Right GEN switches in NORM/ON.,P1,yes,yes,yes,,0,,,,,passive_gate:S01:s01_requires_battery_on;telemetry_var:vars.battery_on;passive_gate:S01:s01_requires_l_gen_on;telemetry_var:vars.l_gen_on;passive_gate:S01:s01_requires_r_gen_on;telemetry_var:vars.r_gen_on;action:BATTERY_SW,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Telemetry shows battery_on plus L/R generators true; no error coded.,human_error_columns_blank;completed_from_passive_gate
P03,without_tutor,T01,S02,Fire test A completed with correct aural/visual indications. Fire test B completed after ~10s pause.,P1,yes,yes,yes,,0,,,,,passive_gate:S02:s02_requires_fire_test_a;telemetry_var:vars.fire_test_a_complete;passive_gate:S02:s02_requires_fire_test_b;telemetry_var:vars.fire_test_b_complete,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,"Manual review treats raw fire-test completion timing as unreliable for order scoring. Participant/observer indicates the fire-test sequence was performed correctly and both sides completed, so no OM/OR coded for S02.",human_error_columns_blank;completed_from_passive_gate
P03,without_tutor,T01,S03,APU switch ON. APU READY light illuminated.,P1,yes,yes,yes,,0,,,,,passive_gate:S03:s03_requires_apu_start_support_complete;telemetry_var:vars.apu_start_support_complete,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,APU start support completed and APU-ready evidence observed; no error coded.,human_error_columns_blank;completed_from_passive_gate
P03,without_tutor,T01,S04,ENG CRANK switch set to RIGHT; right engine spool-up observed.,P2,yes,yes,yes,,0,,,,,passive_gate:S04:s04_requires_engine_crank_right;telemetry_var:vars.engine_crank_right_complete;action:ENGINE_CRANK_SW,0,0,1,0,1,medium,action:1:precondition_gate:s04_requires_apu_start_support_complete;action:1:out_of_order_before:S03,yes,0,0,0,0,0,CodexTelemetryReview,Right engine crank completion observed after APU-ready evidence; ignored startup-frame ENGINE_CRANK_SW center/initial value as initial-state noise.,human_error_columns_blank;completed_from_passive_gate
P03,without_tutor,T01,S05,Right throttle at IDLE. Throttle moved when RPM >=25%.,P2,yes,yes,yes,,0,,,,,passive_gate:S05:s05_requires_rpm_r_gte_25;telemetry_var:vars.rpm_r;passive_gate:S05:s05_requires_throttle_right_idle;telemetry_var:vars.throttle_r_idle_complete,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Right throttle idle completion observed after right RPM crossed 25%; no error coded.,human_error_columns_blank;completed_from_passive_gate
P03,without_tutor,T01,S06,BLEED AIR knob rotated full clockwise back to NORM.,P2,no,yes,yes,,0,,,,,passive_gate:S06:s06_requires_bleed_air_norm;telemetry_var:vars.bleed_air_cycle_complete;action:BLEED_AIR_KNOB,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Bleed-air cycle completion observed after right engine stabilized; no error coded.,human_error_columns_blank;completed_from_passive_gate
P03,without_tutor,T01,S07,Light test executed with all annunciators verified.,P2,no,no,no,,0,,,,,,1,0,0,0,0,high,om:not_completed,yes,1,0,0,0,0,CodexTelemetryReview,No LIGHTS TEST action or lights_test_complete evidence was recorded; coded omission.,human_error_columns_blank;no_step_evidence_found
P03,without_tutor,T01,S08,Left DDI shows FCS page; right DDI shows BIT page. MPCD and HUD powered.,P3,no,yes,yes,,0,,,,,passive_gate:S08:s08_requires_left_ddi_on;telemetry_var:vars.left_ddi_on;passive_gate:S08:s08_requires_right_ddi_on;telemetry_var:vars.right_ddi_on;passive_gate:S08:s08_requires_mpcd_on;telemetry_var:vars.mpcd_on;passive_gate:S08:s08_requires_hud_on;telemetry_var:vars.hud_on;action:HUD_SYM_BRT,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,"Left/right DDI, AMPCD, and HUD power-on evidence observed; no error coded.",human_error_columns_blank;completed_from_passive_gate
P03,without_tutor,T01,S09,COMM1 preset 1 frequency programmed to 134.000 MHz.,P3,no,no,no,,0,,,,,,1,0,1,0,1,high,om:not_completed;action:1993:precondition_gate:s09_requires_left_ddi_on;action:1993:out_of_order_before:S08,yes,1,0,1,0,1,CodexTelemetryReview,"Only COMM1/COMM2 channel selector movement to preset 1 is observed, before S08 display power was fully complete; no UFC 1-3-4-0-0-0/ENT input and comm1_freq_134_000 remained false.",human_error_columns_blank;no_step_evidence_found
P03,without_tutor,T01,S10,ENG CRANK switch set to LEFT; left engine spool-up observed.,P4,yes,yes,yes,,0,,,,,passive_gate:S10:s10_requires_engine_crank_left_complete;telemetry_var:vars.engine_crank_left_complete;action:ENGINE_CRANK_SW,0,0,0,0,1,medium,action:1:precondition_gate:s10_requires_right_engine_nominal_start_params;action:1099:precondition_gate:s10_requires_right_engine_nominal_start_params;action:1995:precondition_gate:s10_requires_right_engine_nominal_start_params,yes,0,0,0,0,0,CodexTelemetryReview,Left engine crank completion observed after right RPM reached >=60%; ignored initial/crank-center telemetry artifacts.,human_error_columns_blank;completed_from_passive_gate
P03,without_tutor,T01,S11,Left throttle moved from OFF to IDLE when RPM >=25%.,P4,yes,yes,yes,,0,,,,,passive_gate:S11:s11_requires_rpm_l_gte_25;telemetry_var:vars.rpm_l;passive_gate:S11:s11_requires_throttle_l_not_off;telemetry_var:vars.throttle_l_not_off,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Left throttle moved to IDLE after left RPM exceeded 25%; no error coded.,human_error_columns_blank;completed_from_passive_gate
P03,without_tutor,T01,S12,INS knob set to GND (airfield) or CV (carrier).,P4,yes,yes,yes,,0,,,,,passive_gate:S12:s12_requires_ins_mode_gnd;telemetry_var:vars.ins_mode;passive_gate:S12:s12_requires_ampcd_pb19_fast_align;telemetry_var:vars.ins_fast_align_complete;action:AMPCD_PB_19,0,0,0,0,1,medium,action:2750:precondition_gate:s12_requires_rpm_l_gte_60;action:2756:precondition_gate:s12_requires_rpm_l_gte_60;action:2820:precondition_gate:s12_requires_rpm_l_gte_60;action:2823:precondition_gate:s12_requires_rpm_l_gte_60,yes,0,0,1,0,1,CodexTelemetryReview,"INS knob reached GND and AMPCD PB19 fast-align was pressed, but this occurred while the left engine was still spooling and before left RPM reached >=60%; coded order and state-violation errors.",human_error_columns_blank;completed_from_passive_gate
P03,without_tutor,T01,S13,Radar knob in OPR and radar power online.,P4,yes,yes,yes,,0,,,,,passive_gate:S13:s13_requires_radar_mode_opr;telemetry_var:vars.radar_mode_opr;action:RADAR_SW,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Radar knob reached OPR/radar_on after INS mode was configured; no setting error coded.,human_error_columns_blank;completed_from_passive_gate
P03,without_tutor,T01,S14,OBOGS control and FLOW switches confirmed ON.,P4,yes,yes,yes,,0,,,,,passive_gate:S14:s14_requires_obogs_ready;telemetry_var:vars.obogs_ready;action:OBOGS_SW,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,OBOGS ready observed; no error coded.,human_error_columns_blank;completed_from_passive_gate
P03,without_tutor,T01,S15,FCS RESET manually pressed. FCS page brought up and reviewed for faults.,P5,yes,yes,yes,,0,,,,,passive_gate:S15:s15_requires_fcs_reset_complete;telemetry_var:vars.fcs_reset_complete;action:FCS_RESET_BTN,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,FCS reset button press/release and fcs_reset_complete observed; no error coded.,human_error_columns_blank;completed_from_passive_gate
