ParticipantID,Condition,TrialID,StepID,StepTitle,Phase,Critical,Performed,Completed,FirstHelpTime_sec,HelpCount,FirstOverlayTargets,LastOverlayTargets,FirstFusedStepID,LastFusedStepID,EvidenceRefs,Auto_Error_OM,Auto_Error_CO,Auto_Error_OR,Auto_Error_PA,Auto_Error_SV,AutoConfidence,AutoEvidenceRefs,NeedsHumanReview,Error_OM,Error_CO,Error_OR,Error_PA,Error_SV,CoderID,CoderNotes,AutoCodingNotes
P02,without_tutor,T01,S01,BATTERY switch ON. Left/Right GEN switches in NORM/ON.,P1,yes,yes,yes,,0,,,,,passive_gate:S01:s01_requires_battery_on;telemetry_var:vars.battery_on;passive_gate:S01:s01_requires_l_gen_on;telemetry_var:vars.l_gen_on;passive_gate:S01:s01_requires_r_gen_on;telemetry_var:vars.r_gen_on;action:BATTERY_SW,0,0,0,0,0,,,no,0,0,0,0,0,codex_log_review,Codex log review from P02 no-help passive telemetry/action timeline. No human-coded error from log evidence; passive gate/action evidence supports the step.,human_error_columns_blank;completed_from_passive_gate
P02,without_tutor,T01,S02,Fire test A completed with correct aural/visual indications. Fire test B completed after ~10s pause.,P1,yes,no,no,,0,,,,,,1,0,0,0,0,high,om:not_completed,yes,0,0,0,0,0,codex_log_review,"Manual review treats raw fire-test completion timing as unreliable for order scoring. Both fire-test sides were observed in telemetry, so no OM/OR coded for S02. Auto completion miss tracked by #374.",human_error_columns_blank;no_step_evidence_found
P02,without_tutor,T01,S03,APU switch ON. APU READY light illuminated.,P1,yes,yes,yes,,0,,,,,passive_gate:S03:s03_requires_apu_start_support_complete;telemetry_var:vars.apu_start_support_complete,0,0,0,0,0,,,no,0,0,0,0,0,codex_log_review,Codex log review from P02 no-help passive telemetry/action timeline. No human-coded error from log evidence; passive gate/action evidence supports the step.,human_error_columns_blank;completed_from_passive_gate
P02,without_tutor,T01,S04,ENG CRANK switch set to RIGHT; right engine spool-up observed.,P2,yes,yes,yes,,0,,,,,passive_gate:S04:s04_requires_engine_crank_right;telemetry_var:vars.engine_crank_right_complete;action:ENGINE_CRANK_SW,0,0,1,0,1,medium,action:1:precondition_gate:s04_requires_apu_start_support_complete;action:1:out_of_order_before:S03,yes,0,0,0,0,0,codex_log_review,Codex log review from P02 no-help passive telemetry/action timeline. Completed after APU support became true; auto OR/SV appears to be a first-frame/shared ENGINE_CRANK_SW false positive. No human-coded order/state error.,human_error_columns_blank;completed_from_passive_gate
P02,without_tutor,T01,S05,Right throttle at IDLE. Throttle moved when RPM >=25%.,P2,yes,yes,yes,,0,,,,,passive_gate:S05:s05_requires_rpm_r_gte_25;telemetry_var:vars.rpm_r;passive_gate:S05:s05_requires_throttle_right_idle;telemetry_var:vars.throttle_r_idle_complete,0,0,0,0,0,,,no,0,0,0,0,0,codex_log_review,Codex log review from P02 no-help passive telemetry/action timeline. No human-coded error from log evidence; passive gate/action evidence supports the step.,human_error_columns_blank;completed_from_passive_gate
P02,without_tutor,T01,S06,BLEED AIR knob rotated full clockwise back to NORM.,P2,no,yes,yes,,0,,,,,passive_gate:S06:s06_requires_bleed_air_norm;telemetry_var:vars.bleed_air_cycle_complete;action:BLEED_AIR_KNOB,0,0,0,0,0,,,no,0,0,0,0,0,codex_log_review,Codex log review from P02 no-help passive telemetry/action timeline. No human-coded error from log evidence; passive gate/action evidence supports the step.,human_error_columns_blank;completed_from_passive_gate
P02,without_tutor,T01,S07,Light test executed with all annunciators verified.,P2,no,yes,yes,,0,,,,,passive_gate:S07:s07_requires_lights_test;telemetry_var:vars.lights_test_complete;action:LIGHTS_TEST_SW,0,0,0,0,0,,,no,0,0,0,0,0,codex_log_review,Codex log review from P02 no-help passive telemetry/action timeline. No human-coded error from log evidence; passive gate/action evidence supports the step.,human_error_columns_blank;completed_from_passive_gate
P02,without_tutor,T01,S08,Left DDI shows FCS page; right DDI shows BIT page. MPCD and HUD powered.,P3,no,yes,yes,,0,,,,,passive_gate:S08:s08_requires_left_ddi_on;telemetry_var:vars.left_ddi_on;passive_gate:S08:s08_requires_right_ddi_on;telemetry_var:vars.right_ddi_on;passive_gate:S08:s08_requires_mpcd_on;telemetry_var:vars.mpcd_on;passive_gate:S08:s08_requires_hud_on;telemetry_var:vars.hud_on;action:HUD_SYM_BRT,0,0,0,0,0,,,no,0,0,0,0,0,codex_log_review,Codex log review from P02 no-help passive telemetry/action timeline. No human-coded error from log evidence; passive gate/action evidence supports the step.,human_error_columns_blank;completed_from_passive_gate
P02,without_tutor,T01,S09,COMM1 preset 1 frequency programmed to 134.000 MHz.,P3,no,yes,yes,,0,,,,,passive_gate:S09:s09_requires_comm1_freq_134_000;telemetry_var:vars.comm1_freq_134_000;action:COMM1_FREQ,0,0,1,0,1,medium,action:2957:precondition_gate:s09_requires_left_ddi_on;action:2957:out_of_order_before:S08,yes,0,0,0,0,0,codex_log_review,Codex log review from P02 no-help passive telemetry/action timeline. Final COMM1 frequency programming to 134.000 completed after avionics power-up; earlier COMM1 channel change not coded as order error.,human_error_columns_blank;completed_from_passive_gate
P02,without_tutor,T01,S10,ENG CRANK switch set to LEFT; left engine spool-up observed.,P4,yes,yes,yes,,0,,,,,passive_gate:S10:s10_requires_engine_crank_left_complete;telemetry_var:vars.engine_crank_left_complete,0,0,0,0,1,medium,action:1:precondition_gate:s10_requires_right_engine_nominal_start_params;action:2076:precondition_gate:s10_requires_right_engine_nominal_start_params;action:2958:precondition_gate:s10_requires_right_engine_nominal_start_params,yes,0,0,0,0,0,codex_log_review,Codex log review from P02 no-help passive telemetry/action timeline. Left engine start completed after right engine nominal evidence; auto SV candidates are shared ENGINE_CRANK_SW/initial-state artifacts. No human-coded error.,human_error_columns_blank;completed_from_passive_gate
P02,without_tutor,T01,S11,Left throttle moved from OFF to IDLE when RPM >=25%.,P4,yes,yes,yes,,0,,,,,passive_gate:S11:s11_requires_rpm_l_gte_25;telemetry_var:vars.rpm_l;passive_gate:S11:s11_requires_throttle_l_not_off;telemetry_var:vars.throttle_l_not_off,0,0,0,0,0,,,no,0,0,0,0,0,codex_log_review,Codex log review from P02 no-help passive telemetry/action timeline. No human-coded error from log evidence; passive gate/action evidence supports the step.,human_error_columns_blank;completed_from_passive_gate
P02,without_tutor,T01,S12,INS knob set to GND (airfield) or CV (carrier).,P4,yes,yes,yes,,0,,,,,passive_gate:S12:s12_requires_ins_mode_gnd;telemetry_var:vars.ins_mode;passive_gate:S12:s12_requires_ampcd_pb19_fast_align;telemetry_var:vars.ins_fast_align_complete;action:AMPCD_PB_19,0,0,0,0,0,,,no,0,0,0,0,0,codex_log_review,Codex log review from P02 no-help passive telemetry/action timeline. No human-coded error from log evidence; passive gate/action evidence supports the step.,human_error_columns_blank;completed_from_passive_gate
P02,without_tutor,T01,S13,Radar knob in OPR and radar power online.,P4,yes,yes,yes,,0,,,,,passive_gate:S13:s13_requires_radar_mode_opr;telemetry_var:vars.radar_mode_opr;action:RADAR_SW,0,0,0,0,0,,,no,0,0,0,0,0,codex_log_review,Codex log review from P02 no-help passive telemetry/action timeline. No human-coded error from log evidence; passive gate/action evidence supports the step.,human_error_columns_blank;completed_from_passive_gate
P02,without_tutor,T01,S14,OBOGS control and FLOW switches confirmed ON.,P4,yes,no,no,,0,,,,,,1,0,0,0,0,high,om:not_completed,yes,0,0,0,0,0,codex_log_review,Codex log review from P02 no-help passive telemetry/action timeline. Telemetry shows obogs_ready true from t=1779657778.125; coded no OM. Auto completion miss tracked by #374.,human_error_columns_blank;no_step_evidence_found
P02,without_tutor,T01,S15,FCS RESET manually pressed. FCS page brought up and reviewed for faults.,P5,yes,yes,yes,,0,,,,,passive_gate:S15:s15_requires_fcs_reset_complete;telemetry_var:vars.fcs_reset_complete;action:FCS_RESET_BTN,0,0,0,0,0,,,no,0,0,0,0,0,codex_log_review,Codex log review from P02 no-help passive telemetry/action timeline. No human-coded error from log evidence; passive gate/action evidence supports the step.,human_error_columns_blank;completed_from_passive_gate
P02,without_tutor,T01,S16,Flap switch confirmed in AUTO.,P5,yes,yes,yes,,0,,,,,passive_gate:S16:s16_requires_flap_auto;telemetry_var:vars.flap_auto;action:FLAP_SW,0,0,0,0,0,,,no,0,0,0,0,0,codex_log_review,Codex log review from P02 no-help passive telemetry/action timeline. No human-coded error from log evidence; passive gate/action evidence supports the step.,human_error_columns_blank;completed_from_passive_gate
P02,without_tutor,T01,S17,TAKEOFF TRIM button pressed and trim set.,P5,yes,yes,yes,,0,,,,,passive_gate:S17:s17_requires_takeoff_trim_pressed;telemetry_var:vars.takeoff_trim_set;action:TO_TRIM_BTN,0,0,0,0,0,,,no,0,0,0,0,0,codex_log_review,Codex log review from P02 no-help passive telemetry/action timeline. No human-coded error from log evidence; passive gate/action evidence supports the step.,human_error_columns_blank;completed_from_passive_gate
P02,without_tutor,T01,S18,Right DDI advanced from BIT root page to the FCS-MC BIT page.,P5,yes,no,no,,0,,,,,,1,0,0,0,0,high,om:not_completed,yes,0,0,0,0,0,codex_log_review,"Codex log review from P02 no-help passive telemetry/action timeline. Right DDI PB5 was pressed at t=1779657801.156, consistent with entering FCS-MC path, but no baseline VLM/video evidence is available here; coded no telemetry-confirmed error and requires video review for visual completion.",human_error_columns_blank;no_step_evidence_found
P02,without_tutor,T01,S19,FCS BIT final GO result reviewed on the FCS-MC page.,P5,yes,no,no,,0,,,,,,1,0,0,0,0,high,om:not_completed,yes,0,0,0,0,0,codex_log_review,"Codex log review from P02 no-help passive telemetry/action timeline. FCS_BIT_SW up/down plus right DDI PB5 while BIT switch was up is present at t=1779657803-7805; final GO is visual-only in baseline, so coded no telemetry-confirmed OM and requires video review.",human_error_columns_blank;no_step_evidence_found
P02,without_tutor,T01,S20,Refueling probe fully extended.,P5,yes,yes,yes,,0,,,,,passive_gate:S20:s20_requires_probe_extended;telemetry_var:vars.ext_refuel_probe_value,0,0,0,0,0,,,no,0,0,0,0,0,codex_log_review,Codex log review from P02 no-help passive telemetry/action timeline. No human-coded error from log evidence; passive gate/action evidence supports the step.,human_error_columns_blank;completed_from_passive_gate
P02,without_tutor,T01,S21,Refueling probe fully retracted.,P5,yes,yes,yes,,0,,,,,passive_gate:S21:s21_requires_probe_retracted;telemetry_var:vars.ext_refuel_probe_value,0,0,0,0,0,,,no,0,0,0,0,0,codex_log_review,Codex log review from P02 no-help passive telemetry/action timeline. No human-coded error from log evidence; passive gate/action evidence supports the step.,human_error_columns_blank;completed_from_passive_gate
P02,without_tutor,T01,S22,Launch bar extended.,P5,yes,yes,yes,,0,,,,,passive_gate:S22:s22_requires_launch_bar_extended;telemetry_var:vars.launch_bar_switch_value;action:LAUNCH_BAR_SW,0,0,0,0,0,,,no,0,0,0,0,0,codex_log_review,Codex log review from P02 no-help passive telemetry/action timeline. No human-coded error from log evidence; passive gate/action evidence supports the step.,human_error_columns_blank;completed_from_passive_gate
P02,without_tutor,T01,S23,Launch bar retracted.,P5,yes,yes,yes,,0,,,,,passive_gate:S23:s23_requires_launch_bar_retracted;telemetry_var:vars.launch_bar_switch_value;action:LAUNCH_BAR_SW,0,0,0,0,0,,,no,0,0,0,0,0,codex_log_review,Codex log review from P02 no-help passive telemetry/action timeline. No human-coded error from log evidence; passive gate/action evidence supports the step.,human_error_columns_blank;completed_from_passive_gate
P02,without_tutor,T01,S24,Arresting hook lowered.,P5,yes,yes,yes,,0,,,,,passive_gate:S24:s24_requires_hook_down;telemetry_var:vars.hook_handle_value;action:HOOK_LEVER,0,0,0,0,0,,,no,0,0,0,0,0,codex_log_review,Codex log review from P02 no-help passive telemetry/action timeline. No human-coded error from log evidence; passive gate/action evidence supports the step.,human_error_columns_blank;completed_from_passive_gate
P02,without_tutor,T01,S25,Arresting hook raised.,P5,yes,yes,yes,,0,,,,,passive_gate:S25:s25_requires_hook_up;telemetry_var:vars.hook_handle_value;action:HOOK_LEVER,0,0,0,0,0,,,no,0,0,0,0,0,codex_log_review,Codex log review from P02 no-help passive telemetry/action timeline. No human-coded error from log evidence; passive gate/action evidence supports the step.,human_error_columns_blank;completed_from_passive_gate
P02,without_tutor,T01,S26,Pitot heat switch ON.,P5,yes,yes,yes,,0,,,,,passive_gate:S26:s26_requires_pitot_heat_on;telemetry_var:vars.pitot_heat_on;action:PITOT_HEAT_SW,0,0,0,0,0,,,no,0,0,0,0,0,codex_log_review,Codex log review from P02 no-help passive telemetry/action timeline. No human-coded error from log evidence; passive gate/action evidence supports the step.,human_error_columns_blank;completed_from_passive_gate
