ParticipantID,Condition,TrialID,StepID,StepTitle,Phase,Critical,Performed,Completed,FirstHelpTime_sec,HelpCount,FirstOverlayTargets,LastOverlayTargets,FirstFusedStepID,LastFusedStepID,EvidenceRefs,Auto_Error_OM,Auto_Error_CO,Auto_Error_OR,Auto_Error_PA,Auto_Error_SV,AutoConfidence,AutoEvidenceRefs,NeedsHumanReview,Error_OM,Error_CO,Error_OR,Error_PA,Error_SV,CoderID,CoderNotes,AutoCodingNotes
P08,with_tutor,T01,S01,BATTERY switch ON. Left/Right GEN switches in NORM/ON.,P1,yes,yes,yes,,0,,,,,,1,0,0,0,0,high,om:not_completed,yes,0,0,0,0,0,CodexTelemetryReview,Battery and both generator switches reached the required state; no error coded. Ignored startup-frame/default state noise.,human_error_columns_blank;no_step_evidence_found
P08,with_tutor,T01,S02,Fire test A completed with correct aural/visual indications. Fire test B completed after ~10s pause.,P1,yes,yes,yes,1780271150.3291867,1,fire_test_switch,fire_test_switch,S02,S02,help_cycle:959fea00-ccc4-42e3-8486-fad41f728ee1;frames:1780271149790_000000,1,1,0,0,0,high,om:not_completed;om:partial_or_unfinished;action:2:unexpected_for_active_step;action:2:unmapped_raw_key;action:3:unexpected_for_active_step;action:3:unmapped_raw_key;action:4:unexpected_for_active_step;action:4:unmapped_raw_key;action:5:unexpected_for_active_step;action:5:unmapped_raw_key;action:6:unexpected_for_active_step;action:6:unmapped_raw_key;action:7:unexpected_for_active_step;action:7:unmapped_raw_key;action:8:unexpected_for_active_step;action:8:unmapped_raw_key;action:9:unexpected_for_active_step;action:9:unmapped_raw_key;action:10:unexpected_for_active_step;action:10:unmapped_raw_key;action:11:unexpected_for_active_step;action:11:unmapped_raw_key;action:12:unexpected_for_active_step;action:12:unmapped_raw_key;action:13:unexpected_for_active_step;action:13:unmapped_raw_key;action:14:unexpected_for_active_step;action:14:unmapped_raw_key;action:15:unexpected_for_active_step;action:15:unmapped_raw_key;action:16:unexpected_for_active_step;action:16:unmapped_raw_key;action:17:unmapped_raw_key;action:18:unmapped_raw_key;action:19:unmapped_raw_key;action:20:unmapped_raw_key;action:21:unmapped_raw_key;action:22:unmapped_raw_key;action:23:unmapped_raw_key;action:24:unmapped_raw_key;action:25:unmapped_raw_key;action:26:unmapped_raw_key;action:27:unmapped_raw_key;action:28:unmapped_raw_key;action:29:unmapped_raw_key;action:30:unmapped_raw_key;action:31:unmapped_raw_key;action:32:unmapped_raw_key;action:33:unmapped_raw_key;action:34:unmapped_raw_key;action:35:unmapped_raw_key;action:36:unmapped_raw_key;action:37:unmapped_raw_key;action:41:unmapped_raw_key;action:42:unmapped_raw_key;action:43:unmapped_raw_key;action:44:unmapped_raw_key;action:45:unmapped_raw_key;action:46:unmapped_raw_key;action:47:unmapped_raw_key;action:48:unmapped_raw_key;action:49:unmapped_raw_key;action:50:unmapped_raw_key;action:51:unmapped_raw_key;action:53:unmapped_raw_key;action:55:unmapped_raw_key;action:59:unmapped_raw_key;action:62:unmapped_raw_key;action:65:unmapped_raw_key;action:68:unmapped_raw_key;action:72:unmapped_raw_key;action:76:unmapped_raw_key;action:82:unmapped_raw_key;action:89:unmapped_raw_key;action:94:unmapped_raw_key,yes,0,0,0,0,0,CodexTelemetryReview,"Both fire-test sides reached completion. Following manual review policy, raw Fire Test A/B latch order is not used for OR scoring; no user error coded.",human_error_columns_blank;performed_inferred_from_step_or_help_evidence
P08,with_tutor,T01,S03,APU switch ON. APU READY light illuminated.,P1,yes,yes,yes,,0,,,,,,1,0,0,0,0,high,om:not_completed,yes,0,0,0,0,0,CodexTelemetryReview,APU start support was available and later restored after fire-test activity; APU was also shut down later during the normal post-FCS/four-down phase. No final user error coded.,human_error_columns_blank;no_step_evidence_found
P08,with_tutor,T01,S04,ENG CRANK switch set to RIGHT; right engine spool-up observed.,P2,yes,yes,yes,,0,,,,,,1,0,1,0,1,high,om:not_completed;action:1:precondition_gate:s04_requires_apu_start_support_complete;action:1:out_of_order_before:S03,yes,0,0,0,0,0,CodexTelemetryReview,Right engine crank and right-engine spool-up were completed; no error coded.,human_error_columns_blank;no_step_evidence_found
P08,with_tutor,T01,S05,Right throttle at IDLE. Throttle moved when RPM >=25%.,P2,yes,yes,yes,,0,,,,,,1,0,0,0,0,high,om:not_completed,yes,0,0,0,0,0,CodexTelemetryReview,Right RPM >=25% and right throttle idle movement were observed; no error coded.,human_error_columns_blank;no_step_evidence_found
P08,with_tutor,T01,S06,BLEED AIR knob rotated full clockwise back to NORM.,P2,no,yes,yes,,0,,,,,,1,0,0,0,0,high,om:not_completed,yes,0,0,0,0,0,CodexTelemetryReview,Bleed-air knob cycle completed after right-engine stabilization; no error coded.,human_error_columns_blank;no_step_evidence_found
P08,with_tutor,T01,S07,Light test executed with all annunciators verified.,P2,no,yes,yes,1780271229.984402,1,lights_test_button,lights_test_button,S07,S07,help_cycle:c7847985-15ea-44a2-953a-7f5c81b01211;frames:1780271229572_000001;progression_to:S08,0,1,0,0,0,medium,action:1775:unexpected_for_active_step;action:1776:unexpected_for_active_step;action:1777:unexpected_for_active_step;action:1778:unexpected_for_active_step;action:1779:unexpected_for_active_step;action:1780:unexpected_for_active_step;action:1781:unexpected_for_active_step;action:1782:unexpected_for_active_step;action:1783:unexpected_for_active_step;action:1784:unexpected_for_active_step;action:1785:unexpected_for_active_step;action:1786:unexpected_for_active_step;action:1787:unexpected_for_active_step;action:1788:unexpected_for_active_step;action:1789:unexpected_for_active_step;action:2221:unmapped_raw_key;action:2272:unmapped_raw_key;action:2274:unexpected_for_active_step;action:2309:unmapped_raw_key;action:2333:unmapped_raw_key,yes,0,0,0,0,0,CodexTelemetryReview,Lights-test action and completion evidence were observed after tutor guidance; no error coded.,human_error_columns_blank;completed_inferred_from_progression
P08,with_tutor,T01,S08,Left DDI shows FCS page; right DDI shows BIT page. MPCD and HUD powered.,P3,no,yes,yes,1780271245.0458446,2,left_mdi_brightness_selector;right_mdi_brightness_selector;ampcd_off_brightness_knob;hud_symbology_brightness_knob,left_mdi_pb18,S08,S08,help_cycle:975e8459-6b51-4c81-87f4-a41bed4eed64;frames:1780271238401_000002;help_cycle:4ca007cb-5d41-4307-a4d4-b5347220d9c0;frames:1780271260824_000003;progression_to:S10,0,1,0,0,0,low,action:3174:unmapped_raw_key,yes,0,0,0,0,0,CodexTelemetryReview,"Left/right DDI, AMPCD, and HUD power/brightness were completed. Tutor multi-target display guidance was followed; no user error coded.",human_error_columns_blank;completed_inferred_from_progression
P08,with_tutor,T01,S09,COMM1 preset 1 frequency programmed to 134.000 MHz.,P3,no,yes,yes,,0,,,,,progression_to:S10,0,0,1,0,1,medium,action:2274:precondition_gate:s09_requires_left_ddi_on;action:2274:out_of_order_before:S08,yes,0,0,0,0,0,CodexTelemetryReview,COMM1 pull plus UFC 1-3-4-0-0-0/ENT sequence was observed and comm1_freq_134_000 became true. Ignored earlier raw channel state as insufficient for OR/SV coding.,human_error_columns_blank;completed_inferred_from_progression
P08,with_tutor,T01,S10,ENG CRANK switch set to LEFT; left engine spool-up observed.,P4,yes,yes,yes,1780271291.8731642,1,eng_crank_switch,eng_crank_switch,S10,S10,help_cycle:d1a2c1f4-56ae-4141-afe7-bf1ceb9b05a6;frames:1780271285104_000004,1,1,0,0,1,high,om:not_completed;om:partial_or_unfinished;action:1:precondition_gate:s10_requires_right_engine_nominal_start_params;action:1383:precondition_gate:s10_requires_right_engine_nominal_start_params;action:2277:precondition_gate:s10_requires_right_engine_nominal_start_params;action:4232:unexpected_for_active_step;action:4233:unexpected_for_active_step;action:4234:unexpected_for_active_step;action:4235:unexpected_for_active_step;action:4236:unexpected_for_active_step;action:4237:unexpected_for_active_step;action:4238:unexpected_for_active_step;action:4239:unexpected_for_active_step;action:4240:unexpected_for_active_step;action:4241:unexpected_for_active_step;action:4242:unexpected_for_active_step;action:4243:unexpected_for_active_step;action:4244:unexpected_for_active_step;action:4245:unexpected_for_active_step;action:4246:unexpected_for_active_step;action:4247:unexpected_for_active_step,yes,0,0,0,0,0,CodexTelemetryReview,"Left engine crank was performed and left-engine completion evidence was observed. Tutor guidance was correct, though VLM was unnecessarily called on this non-visual step; no user error coded.",human_error_columns_blank;performed_inferred_from_step_or_help_evidence
