ParticipantID,Condition,TrialID,StepID,StepTitle,Phase,Critical,Performed,Completed,FirstHelpTime_sec,HelpCount,FirstOverlayTargets,LastOverlayTargets,FirstFusedStepID,LastFusedStepID,EvidenceRefs,Auto_Error_OM,Auto_Error_CO,Auto_Error_OR,Auto_Error_PA,Auto_Error_SV,AutoConfidence,AutoEvidenceRefs,NeedsHumanReview,Error_OM,Error_CO,Error_OR,Error_PA,Error_SV,CoderID,CoderNotes,AutoCodingNotes
P07,without_tutor,T01,S01,BATTERY switch ON. Left/Right GEN switches in NORM/ON.,P1,yes,yes,yes,,0,,,,,passive_gate:S01:s01_requires_battery_on;telemetry_var:vars.battery_on;passive_gate:S01:s01_requires_l_gen_on;telemetry_var:vars.l_gen_on;passive_gate:S01:s01_requires_r_gen_on;telemetry_var:vars.r_gen_on;action:BATTERY_SW,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Battery and both generator switches reached the required state; no error coded.,human_error_columns_blank;completed_from_passive_gate
P07,without_tutor,T01,S02,Fire test A completed with correct aural/visual indications. Fire test B completed after ~10s pause.,P1,yes,no,no,,0,,,,,,1,0,0,0,0,high,om:not_completed,yes,0,0,0,0,0,CodexTelemetryReview,"fire_test_complete became true while fire_test_a_complete/fire_test_b_complete were internally inconsistent. Following the manual fire-test policy, raw A/B latch timing is not used for order or omission coding; no user error coded.",human_error_columns_blank;no_step_evidence_found
P07,without_tutor,T01,S03,APU switch ON. APU READY light illuminated.,P1,yes,yes,yes,,0,,,,,passive_gate:S03:s03_requires_apu_start_support_complete;telemetry_var:vars.apu_start_support_complete,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,APU start-support completion was observed; no error coded.,human_error_columns_blank;completed_from_passive_gate
P07,without_tutor,T01,S04,ENG CRANK switch set to RIGHT; right engine spool-up observed.,P2,yes,yes,yes,,0,,,,,passive_gate:S04:s04_requires_engine_crank_right;telemetry_var:vars.engine_crank_right_complete;action:ENGINE_CRANK_SW,0,0,1,0,1,medium,action:1:precondition_gate:s04_requires_apu_start_support_complete;action:1:out_of_order_before:S03,yes,0,0,0,0,0,CodexTelemetryReview,Right engine crank was performed after APU support. Ignored auto OR/SV from initial/default first-frame engine-crank state.,human_error_columns_blank;completed_from_passive_gate
P07,without_tutor,T01,S05,Right throttle at IDLE. Throttle moved when RPM >=25%.,P2,yes,yes,yes,,0,,,,,passive_gate:S05:s05_requires_rpm_r_gte_25;telemetry_var:vars.rpm_r;passive_gate:S05:s05_requires_throttle_right_idle;telemetry_var:vars.throttle_r_idle_complete,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Right RPM >=25% and right throttle idle evidence were observed; no error coded.,human_error_columns_blank;completed_from_passive_gate
P07,without_tutor,T01,S06,BLEED AIR knob rotated full clockwise back to NORM.,P2,no,yes,yes,,0,,,,,passive_gate:S06:s06_requires_bleed_air_norm;telemetry_var:vars.bleed_air_cycle_complete;action:BLEED_AIR_KNOB,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Bleed-air knob cycle completed and ended in NORM; no error coded.,human_error_columns_blank;completed_from_passive_gate
P07,without_tutor,T01,S07,Light test executed with all annunciators verified.,P2,no,yes,yes,,0,,,,,passive_gate:S07:s07_requires_lights_test;telemetry_var:vars.lights_test_complete;action:LIGHTS_TEST_SW,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Lights test switch activity and lights_test_complete evidence were observed; no error coded.,human_error_columns_blank;completed_from_passive_gate
P07,without_tutor,T01,S08,Left DDI shows FCS page; right DDI shows BIT page. MPCD and HUD powered.,P3,no,yes,yes,,0,,,,,passive_gate:S08:s08_requires_left_ddi_on;telemetry_var:vars.left_ddi_on;passive_gate:S08:s08_requires_right_ddi_on;telemetry_var:vars.right_ddi_on;passive_gate:S08:s08_requires_mpcd_on;telemetry_var:vars.mpcd_on;passive_gate:S08:s08_requires_hud_on;telemetry_var:vars.hud_on;action:AMPCD_BRT_CTL,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,"Left/right DDI, AMPCD, and HUD brightness/power actions were observed; no error coded.",human_error_columns_blank;completed_from_passive_gate
P07,without_tutor,T01,S09,COMM1 preset 1 frequency programmed to 134.000 MHz.,P3,no,no,no,,0,,,,,,1,0,1,0,1,high,om:not_completed;action:1602:precondition_gate:s09_requires_left_ddi_on;action:1602:out_of_order_before:S08,yes,1,0,0,0,0,CodexTelemetryReview,COMM1 134.000 MHz was not entered: final comm1_freq_134_000=false and no UFC 1-3-4-0-0-0/ENT sequence was observed. Raw COMM1_CHANNEL_NUMERIC=1 is treated as insufficient and not coded as an order error.,human_error_columns_blank;no_step_evidence_found
P07,without_tutor,T01,S10,ENG CRANK switch set to LEFT; left engine spool-up observed.,P4,yes,yes,yes,,0,,,,,passive_gate:S10:s10_requires_engine_crank_left_complete;telemetry_var:vars.engine_crank_left_complete,0,0,0,0,1,medium,action:1:precondition_gate:s10_requires_right_engine_nominal_start_params;action:698:precondition_gate:s10_requires_right_engine_nominal_start_params;action:1603:precondition_gate:s10_requires_right_engine_nominal_start_params,yes,0,0,0,0,0,CodexTelemetryReview,Left engine crank was later performed and engine_crank_left_complete became true. Ignored auto SV from initial/default crank state.,human_error_columns_blank;completed_from_passive_gate
P07,without_tutor,T01,S11,Left throttle moved from OFF to IDLE when RPM >=25%.,P4,yes,yes,yes,,0,,,,,passive_gate:S11:s11_requires_rpm_l_gte_25;telemetry_var:vars.rpm_l;passive_gate:S11:s11_requires_throttle_l_not_off;telemetry_var:vars.throttle_l_not_off,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Left RPM >=25% and left throttle not-off/idle-ready evidence were observed; no error coded.,human_error_columns_blank;completed_from_passive_gate
P07,without_tutor,T01,S12,INS knob set to GND (airfield) or CV (carrier).,P4,yes,no,no,,0,,,,,,1,0,0,0,0,high,om:not_completed,yes,1,0,0,0,0,CodexTelemetryReview,"INS mode was moved to an accepted CV/GND state, but AMPCD PB19/fast-align completion was not observed; coded omission of the quick-align confirmation step.",human_error_columns_blank;no_step_evidence_found
P07,without_tutor,T01,S13,Radar knob in OPR and radar power online.,P4,yes,no,no,,0,,,,,,1,0,0,0,0,high,om:not_completed,yes,1,0,0,0,0,CodexTelemetryReview,Radar knob never reached OPR/radar_on state; coded omission.,human_error_columns_blank;no_step_evidence_found
P07,without_tutor,T01,S14,OBOGS control and FLOW switches confirmed ON.,P4,yes,yes,yes,,0,,,,,passive_gate:S14:s14_requires_obogs_ready;telemetry_var:vars.obogs_ready;action:OBOGS_SW,0,0,1,0,1,medium,action:3508:precondition_gate:s14_requires_radar_mode_opr;action:3508:out_of_order_before:S13,yes,0,0,0,0,0,CodexTelemetryReview,OBOGS was switched ON and obogs_ready became true. Earlier radar omission is coded on S13 and not double-counted here.,human_error_columns_blank;completed_from_passive_gate
