ParticipantID,Condition,TrialID,StepID,StepTitle,Phase,Critical,Performed,Completed,FirstHelpTime_sec,HelpCount,FirstOverlayTargets,LastOverlayTargets,FirstFusedStepID,LastFusedStepID,EvidenceRefs,Auto_Error_OM,Auto_Error_CO,Auto_Error_OR,Auto_Error_PA,Auto_Error_SV,AutoConfidence,AutoEvidenceRefs,NeedsHumanReview,Error_OM,Error_CO,Error_OR,Error_PA,Error_SV,CoderID,CoderNotes,AutoCodingNotes
P01,without_tutor,T01,S01,BATTERY switch ON. Left/Right GEN switches in NORM/ON.,P1,yes,yes,yes,,0,,,,,passive_gate:S01:s01_requires_battery_on;telemetry_var:vars.battery_on;passive_gate:S01:s01_requires_l_gen_on;telemetry_var:vars.l_gen_on;passive_gate:S01:s01_requires_r_gen_on;telemetry_var:vars.r_gen_on;action:BATTERY_SW,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Telemetry shows battery_on plus L/R generators true; no error coded.,human_error_columns_blank;completed_from_passive_gate
P01,without_tutor,T01,S02,Fire test A completed with correct aural/visual indications. Fire test B completed after ~10s pause.,P1,yes,yes,yes,,0,,,,,passive_gate:S02:s02_requires_fire_test_a;telemetry_var:vars.fire_test_a_complete;passive_gate:S02:s02_requires_fire_test_b;telemetry_var:vars.fire_test_b_complete,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,"Manual review treats raw fire-test completion timing as unreliable for order scoring. Participant/observer indicates the fire-test sequence was performed correctly and both sides completed, so no OM/OR coded for S02.",human_error_columns_blank;completed_from_passive_gate
P01,without_tutor,T01,S03,APU switch ON. APU READY light illuminated.,P1,yes,yes,yes,,0,,,,,passive_gate:S03:s03_requires_apu_start_support_complete;telemetry_var:vars.apu_start_support_complete,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,APU start support completed and APU ready observed; no error coded.,human_error_columns_blank;completed_from_passive_gate
P01,without_tutor,T01,S04,ENG CRANK switch set to RIGHT; right engine spool-up observed.,P2,yes,yes,yes,,0,,,,,passive_gate:S04:s04_requires_engine_crank_right;telemetry_var:vars.engine_crank_right_complete;action:ENGINE_CRANK_SW,0,0,1,0,1,medium,action:1:precondition_gate:s04_requires_apu_start_support_complete;action:1:out_of_order_before:S03,yes,0,0,0,0,0,CodexTelemetryReview,Right engine crank completion observed after APU ready; ignored startup-frame ENGINE_CRANK_SW value as initial state noise.,human_error_columns_blank;completed_from_passive_gate
P01,without_tutor,T01,S05,Right throttle at IDLE. Throttle moved when RPM >=25%.,P2,yes,yes,yes,,0,,,,,passive_gate:S05:s05_requires_rpm_r_gte_25;telemetry_var:vars.rpm_r;passive_gate:S05:s05_requires_throttle_right_idle;telemetry_var:vars.throttle_r_idle_complete,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Right throttle idle completion observed after right engine spool-up evidence; no error coded.,human_error_columns_blank;completed_from_passive_gate
P01,without_tutor,T01,S06,BLEED AIR knob rotated full clockwise back to NORM.,P2,no,yes,yes,,0,,,,,passive_gate:S06:s06_requires_bleed_air_norm;telemetry_var:vars.bleed_air_cycle_complete;action:BLEED_AIR_KNOB,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Bleed-air cycle completion observed; no error coded.,human_error_columns_blank;completed_from_passive_gate
P01,without_tutor,T01,S07,Light test executed with all annunciators verified.,P2,no,yes,yes,,0,,,,,passive_gate:S07:s07_requires_lights_test;telemetry_var:vars.lights_test_complete;action:LIGHTS_TEST_SW,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Lights test completion observed; no error coded.,human_error_columns_blank;completed_from_passive_gate
P01,without_tutor,T01,S08,Left DDI shows FCS page; right DDI shows BIT page. MPCD and HUD powered.,P3,no,yes,yes,,0,,,,,passive_gate:S08:s08_requires_left_ddi_on;telemetry_var:vars.left_ddi_on;passive_gate:S08:s08_requires_right_ddi_on;telemetry_var:vars.right_ddi_on;passive_gate:S08:s08_requires_mpcd_on;telemetry_var:vars.mpcd_on;passive_gate:S08:s08_requires_hud_on;telemetry_var:vars.hud_on;action:HUD_SYM_BRT,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,"Left/right DDI, AMPCD, and HUD power-on evidence observed; no error coded.",human_error_columns_blank;completed_from_passive_gate
P01,without_tutor,T01,S09,COMM1 preset 1 frequency programmed to 134.000 MHz.,P3,no,no,no,,0,,,,,,1,0,1,0,1,high,om:not_completed;action:11390:precondition_gate:s09_requires_left_ddi_on;action:11390:out_of_order_before:S08,yes,1,0,1,0,1,CodexTelemetryReview,Only COMM1/COMM2 preset/channel selector movement to 1 is observed before S08 display power was complete; no UFC 1340/ENT input and comm1_freq_134_000 remains false.,human_error_columns_blank;no_step_evidence_found
P01,without_tutor,T01,S10,ENG CRANK switch set to LEFT; left engine spool-up observed.,P4,yes,yes,yes,,0,,,,,passive_gate:S10:s10_requires_engine_crank_left_complete;telemetry_var:vars.engine_crank_left_complete,0,0,0,0,1,medium,action:1:precondition_gate:s10_requires_right_engine_nominal_start_params;action:5574:precondition_gate:s10_requires_right_engine_nominal_start_params;action:10209:precondition_gate:s10_requires_right_engine_nominal_start_params;action:10221:precondition_gate:s10_requires_right_engine_nominal_start_params;action:11392:precondition_gate:s10_requires_right_engine_nominal_start_params,yes,0,0,0,0,0,CodexTelemetryReview,Left engine crank completion observed after right engine nominal evidence; ignored initial/crank-center telemetry artifacts.,human_error_columns_blank;completed_from_passive_gate
