ParticipantID,Condition,TrialID,StepID,StepTitle,Phase,Critical,Performed,Completed,FirstHelpTime_sec,HelpCount,FirstOverlayTargets,LastOverlayTargets,FirstFusedStepID,LastFusedStepID,EvidenceRefs,Auto_Error_OM,Auto_Error_CO,Auto_Error_OR,Auto_Error_PA,Auto_Error_SV,AutoConfidence,AutoEvidenceRefs,NeedsHumanReview,Error_OM,Error_CO,Error_OR,Error_PA,Error_SV,CoderID,CoderNotes,AutoCodingNotes
P09,with_tutor,T01,S01,BATTERY switch ON. Left/Right GEN switches in NORM/ON.,P1,yes,yes,yes,1780011488.5635989,1,battery_switch,battery_switch,S01,S01,help_cycle:d3a09f05-2d49-458d-8111-4e91a84a58d5;frames:1780011488094_000000;progression_to:S02,0,1,0,0,0,medium,action:2:unexpected_for_active_step;action:2:unmapped_raw_key;action:3:unexpected_for_active_step;action:3:unmapped_raw_key;action:4:unexpected_for_active_step;action:4:unmapped_raw_key;action:5:unexpected_for_active_step;action:5:unmapped_raw_key;action:6:unexpected_for_active_step;action:6:unmapped_raw_key;action:7:unexpected_for_active_step;action:7:unmapped_raw_key;action:8:unexpected_for_active_step;action:8:unmapped_raw_key;action:9:unexpected_for_active_step;action:9:unmapped_raw_key;action:10:unexpected_for_active_step;action:10:unmapped_raw_key;action:11:unexpected_for_active_step;action:11:unmapped_raw_key;action:12:unexpected_for_active_step;action:12:unmapped_raw_key;action:13:unexpected_for_active_step;action:13:unmapped_raw_key;action:14:unmapped_raw_key;action:15:unmapped_raw_key;action:16:unmapped_raw_key;action:17:unmapped_raw_key;action:18:unmapped_raw_key;action:19:unmapped_raw_key;action:20:unmapped_raw_key;action:21:unmapped_raw_key;action:22:unmapped_raw_key;action:23:unmapped_raw_key;action:24:unmapped_raw_key;action:25:unmapped_raw_key;action:26:unmapped_raw_key;action:27:unmapped_raw_key;action:28:unmapped_raw_key;action:29:unmapped_raw_key;action:30:unmapped_raw_key;action:34:unmapped_raw_key;action:35:unmapped_raw_key;action:36:unmapped_raw_key;action:37:unmapped_raw_key;action:38:unmapped_raw_key;action:39:unmapped_raw_key;action:40:unmapped_raw_key;action:41:unmapped_raw_key;action:42:unmapped_raw_key;action:43:unmapped_raw_key;action:45:unmapped_raw_key;action:48:unmapped_raw_key;action:51:unmapped_raw_key;action:53:unmapped_raw_key;action:55:unmapped_raw_key;action:58:unmapped_raw_key;action:61:unmapped_raw_key;action:66:unmapped_raw_key;action:72:unmapped_raw_key;action:76:unmapped_raw_key,yes,0,0,0,0,0,CodexTelemetryReview,Completed after tutor guidance. Ignored auto CO from initial SAI/unmapped startup telemetry noise.,human_error_columns_blank;completed_inferred_from_progression
P09,with_tutor,T01,S02,Fire test A completed with correct aural/visual indications. Fire test B completed after ~10s pause.,P1,yes,yes,yes,1780011504.0464118,1,fire_test_switch,fire_test_switch,S02,S02,help_cycle:cab7fb83-076c-4d2e-9cb1-75b0aa77ae92;frames:1780011503645_000001;progression_to:S03,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Fire test completed after tutor guidance; no telemetry evidence of wrong order in this run.,human_error_columns_blank;completed_inferred_from_progression
P09,with_tutor,T01,S03,APU switch ON. APU READY light illuminated.,P1,yes,yes,yes,1780011565.8051357,1,apu_switch,apu_switch,S03,S03,help_cycle:a833e78c-7ed2-4a44-99f6-0ece0b631826;frames:1780011565400_000002;progression_to:S04,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,APU start support completed after tutor guidance; no error coded.,human_error_columns_blank;completed_inferred_from_progression
P09,with_tutor,T01,S04,ENG CRANK switch set to RIGHT; right engine spool-up observed.,P2,yes,yes,yes,1780011595.2612834,1,eng_crank_switch,eng_crank_switch,S04,S04,help_cycle:69f9ed6d-cbb7-4dda-8cde-828d76de3030;frames:1780011594823_000003;progression_to:S05,0,0,1,0,1,medium,action:1:precondition_gate:s04_requires_apu_start_support_complete;action:1:out_of_order_before:S03,yes,0,0,0,0,0,CodexTelemetryReview,Right engine crank completed after APU-ready evidence. Ignored auto OR/SV from startup/initial-state artifacts.,human_error_columns_blank;completed_inferred_from_progression
P09,with_tutor,T01,S05,Right throttle at IDLE. Throttle moved when RPM >=25%.,P2,yes,yes,yes,1780011620.944175,1,,,S05,S05,help_cycle:a2404869-68b3-4248-af21-a33efc2d27d9;frames:1780011620475_000004;progression_to:S06,0,1,0,0,0,medium,action:2850:unexpected_for_active_step;action:2851:unexpected_for_active_step;action:2852:unexpected_for_active_step;action:2853:unexpected_for_active_step;action:2854:unexpected_for_active_step;action:2855:unexpected_for_active_step;action:2856:unexpected_for_active_step;action:2857:unexpected_for_active_step;action:2858:unexpected_for_active_step;action:2859:unexpected_for_active_step;action:2860:unexpected_for_active_step;action:2861:unexpected_for_active_step;action:2862:unexpected_for_active_step,yes,0,0,0,0,0,CodexTelemetryReview,Right engine throttle-to-idle completed after RPM threshold; ignored auto CO from continuous engine/throttle telemetry.,human_error_columns_blank;completed_inferred_from_progression
P09,with_tutor,T01,S06,BLEED AIR knob rotated full clockwise back to NORM.,P2,no,yes,yes,1780011660.1188085,1,bleed_air_knob,bleed_air_knob,S06,S06,help_cycle:64d66b07-ffab-47f3-a0b9-b7c70bb671a2;frames:1780011659687_000005;progression_to:S07,0,1,0,0,0,medium,action:3100:unmapped_raw_key;action:3141:unmapped_raw_key;action:3143:unexpected_for_active_step;action:3172:unmapped_raw_key;action:3191:unmapped_raw_key,yes,0,0,0,0,0,CodexTelemetryReview,Bleed-air cycle completed; ignored auto CO from unmapped instrument telemetry around the step.,human_error_columns_blank;completed_inferred_from_progression
P09,with_tutor,T01,S07,Light test executed with all annunciators verified.,P2,no,yes,yes,1780011680.9933574,1,lights_test_button,lights_test_button,S07,S07,help_cycle:1a629d32-ad8d-41e6-aba5-2262d55fe85f;frames:1780011680603_000006;progression_to:S08,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Lights test completed after tutor guidance; no error coded.,human_error_columns_blank;completed_inferred_from_progression
P09,with_tutor,T01,S08,Left DDI shows FCS page; right DDI shows BIT page. MPCD and HUD powered.,P3,no,yes,yes,1780011706.5873623,4,left_mdi_brightness_selector;right_mdi_brightness_selector;ampcd_off_brightness_knob;hud_symbology_brightness_knob,left_mdi_pb15,S08,S08,help_cycle:9af933fa-ba9c-4ef2-9d81-fa817330f9f9;frames:1780011699936_000007;help_cycle:7ce9d9d5-55aa-42be-bdfd-0dbf45b81808;frames:1780011754567_000008;help_cycle:c442e726-fdf1-4877-9146-c71ac601694f;frames:1780011791614_000009;help_cycle:0f2bdd7b-c4df-4967-85d2-0cf29f9e727e;frames:1780011816686_000010;progression_to:S09,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Display power and DDI page navigation completed. VLM correctly supported TAC->SUPT->FCS recovery; no user error coded.,human_error_columns_blank;completed_inferred_from_progression
P09,with_tutor,T01,S09,COMM1 preset 1 frequency programmed to 134.000 MHz.,P3,no,yes,yes,1780011843.6590207,1,ufc_comm1_channel_selector_pull,ufc_comm1_channel_selector_pull,S09,S09,help_cycle:e7800d20-dbb4-4a46-9a70-348f3c74cb78;frames:1780011836837_000011;progression_to:S10,0,0,1,0,1,medium,action:3143:precondition_gate:s09_requires_left_ddi_on;action:3143:out_of_order_before:S08,yes,0,0,0,0,0,CodexTelemetryReview,"COMM1 frequency reached 134.000. Ignored auto OR/SV from first-seen COMM1 channel value before S08, likely stale/initial selector state rather than a deliberate out-of-order action.",human_error_columns_blank;completed_inferred_from_progression
P09,with_tutor,T01,S10,ENG CRANK switch set to LEFT; left engine spool-up observed.,P4,yes,yes,yes,1780011871.2004216,1,eng_crank_switch,eng_crank_switch,S10,S10,help_cycle:b0fb6392-6ce8-457d-b2b1-90049f7ccac6;frames:1780011870720_000012;progression_to:S11,0,0,0,0,1,medium,action:1:precondition_gate:s10_requires_right_engine_nominal_start_params;action:2168:precondition_gate:s10_requires_right_engine_nominal_start_params;action:3145:precondition_gate:s10_requires_right_engine_nominal_start_params,yes,0,0,0,0,0,CodexTelemetryReview,Left engine crank completed after right-engine evidence. Ignored auto SV from initial/crank telemetry artifacts.,human_error_columns_blank;completed_inferred_from_progression
